step,nb14,eel14,vdwaals,eelec,case1,case2
1000,2346.1679,14343.2761,61721.146,-516043.4044,-437632.81440000003,-454322.2584
2000,2412.9188,14468.0977,62107.3037,-516711.9202,-437723.6,-454604.6165
3000,2353.0081,14186.9154,62080.3247,-517110.3582,-438490.11,-455030.0335
4000,2375.469,14382.3041,61952.4356,-515793.8619,-437083.65320000006,-453841.42630000005
5000,2377.4186,14378.8546,62389.0535,-517050.0512,-437904.7245,-454660.9977
6000,2379.0833,14253.335,61809.2468,-515994.5384,-437552.87330000004,-454185.2916
7000,2346.9506,14322.0055,62603.0642,-516642.894,-437370.8737,-454039.82979999995
8000,2360.1552,14239.1282,61406.1225,-515878.8209,-437873.415,-454472.6984
9000,2355.2361,14436.2725,61648.9546,-516039.0435,-437598.58030000003,-454390.08890000003
10000,2389.8274,14320.4285,61954.1934,-516059.4061,-437394.95680000004,-454105.21270000003
11000,2346.0262,14344.206,61981.2651,-515789.7899,-437118.2926,-453808.52479999996
12000,2354.3942,14347.8059,61816.1059,-516060.2058,-437541.8998,-454244.0999
13000,2393.6224,14447.182,61848.6515,-516377.1873,-437687.7314,-454528.5358
14000,2356.974,14339.6375,62519.531,-516870.282,-437654.1395,-454350.751
15000,2353.4405,14237.8659,61979.0405,-516448.7595,-437878.4126,-454469.719
16000,2374.3496,14423.7173,61749.4416,-516292.3164,-437744.8079,-454542.8748
17000,2391.7513,14400.5105,61574.802,-515905.3749,-437538.3111,-454330.57289999997
18000,2383.0941,14276.2078,61485.2882,-515528.1488,-437383.55870000005,-454042.8606
19000,2360.2974,14380.142,62143.0031,-516414.9084,-437531.4659,-454271.9053
20000,2368.3685,14464.3961,62140.7087,-516070.5387,-437097.06539999996,-453929.82999999996
21000,2341.8862,14316.642,62312.2791,-516763.2225,-437792.4152,-454450.9434
22000,2372.0833,14321.444,62016.2739,-516220.303,-437510.5018,-454204.02910000004
23000,2354.3541,14245.7355,62037.9648,-516140.7796,-437502.7252,-454102.8148
24000,2369.6419,14369.0767,61968.3106,-517217.5834,-438510.5542,-455249.27280000004
25000,2364.1463,14266.9013,61939.6406,-516584.2114,-438013.52319999994,-454644.5708
26000,2332.5661,14232.7596,61802.9222,-516139.9008,-437771.6529,-454336.97860000003
27000,2381.8932,14381.1059,62172.0662,-516937.8164,-438002.7511,-454765.7502
28000,2382.6802,14360.9264,62090.821,-516534.0526,-437699.625,-454443.2316
29000,2344.9324,14437.2059,62599.1528,-517036.2365,-437654.94539999997,-454437.0837
30000,2361.2124,14393.6545,62126.4767,-515468.219,-436586.8754,-453341.7423
31000,2385.8407,14344.6583,61899.5148,-515516.6348,-436886.621,-453617.12
32000,2372.4674,14326.1967,61559.2818,-515158.7203,-436900.7744,-453599.4385
33000,2369.1037,14276.3167,62133.8633,-516156.9632,-437377.67949999997,-454023.09990000003
34000,2369.8068,14372.3422,61282.5654,-514623.7399,-436599.0255,-453341.17449999996
35000,2382.9821,14377.515,62411.5523,-516725.2992,-437553.2498,-454313.7469
36000,2402.0067,14450.703,62221.0855,-516604.5538,-437530.7586,-454383.4683
37000,2367.2125,14439.0569,61992.8819,-516370.6594,-437571.5081,-454377.7775
38000,2364.5704,14276.5794,61849.5764,-516045.7317,-437555.00549999997,-454196.1553
39000,2396.5161,14396.6141,61734.1909,-516242.7318,-437715.4107,-454508.5409
40000,2384.3648,14400.1843,61980.1219,-516320.0096,-437555.3386,-454339.88769999996
41000,2370.0645,14329.972,62142.7963,-515971.5481,-437128.71530000004,-453828.7518
42000,2381.936,14408.6667,61923.6558,-515696.3984,-436982.1399,-453772.7426
43000,2385.8566,14457.6827,61565.4221,-515791.9613,-437382.99990000005,-454226.5392
44000,2379.2431,14445.8565,62114.7473,-516885.7904,-437945.9435,-454771.0431
45000,2390.4732,14430.0017,61950.0586,-516150.0829,-437379.5494,-454200.0243
46000,2370.0184,14283.2888,62428.922,-517114.8788,-438032.6496,-454685.9568
47000,2383.9619,14486.6741,62176.0136,-517114.0337,-438067.3841,-454938.0201
48000,2372.8736,14415.3545,61810.8631,-515655.8006,-437056.70940000005,-453844.9375
49000,2370.0006,14457.9963,61737.098,-515565.4451,-437000.3502,-453828.3471
50000,2379.361,14338.3721,62128.5861,-515840.9757,-436994.65650000004,-453712.3896
51000,2381.096,14299.2889,62072.7889,-515661.4986,-436908.3248,-453588.7097
52000,2373.2142,14379.2297,61677.5759,-515919.1387,-437489.1189,-454241.5628
53000,2394.2499,14323.484,62235.2183,-516427.6778,-437474.7256,-454192.4595
54000,2372.4624,14309.3872,62437.1781,-516770.4382,-437651.4105,-454333.26009999996
55000,2364.933,14390.4602,61925.5197,-515882.1436,-437201.2307,-453956.6239
56000,2346.2377,14317.8359,61868.7213,-515059.6655,-436526.8706,-453190.9442
57000,2367.7326,14361.0604,61273.6632,-514554.1663,-436551.71009999997,-453280.5031
58000,2355.2819,14310.5329,62379.7602,-515789.2468,-436743.6718,-453409.4866
59000,2359.5602,14455.0208,61995.6124,-516234.7228,-437424.5294,-454239.1104
60000,2349.4486,14371.8725,61876.501,-515648.257,-437050.4349,-453771.756
61000,2354.7497,14349.698,61910.2591,-516438.4625,-437823.75570000004,-454528.2034
62000,2381.1842,14410.6557,61965.3467,-516755.2993,-437998.1127,-454789.9526
63000,2332.0763,14308.8041,61414.2972,-515172.7509,-437117.5733,-453758.45369999995
64000,2366.7981,14368.9325,61580.7877,-515047.5665,-436731.0482,-453466.77880000003
65000,2398.517,14410.8282,62547.9414,-516708.0394,-437350.7528,-454160.098
66000,2369.4894,14262.5884,61728.7495,-515810.8747,-437450.0474,-454082.1252
67000,2380.9951,14304.1778,62043.5122,-516035.2878,-437306.6027,-453991.7756
68000,2377.5672,14315.6826,61976.7775,-515972.9007,-437302.8734,-453996.12320000003
69000,2364.68,14363.8779,62444.5142,-516762.3748,-437589.3027,-454317.8606
70000,2356.4066,14298.0979,61453.2275,-515562.9606,-437455.2286,-454109.7331
71000,2383.8436,14341.7846,62068.7187,-516174.6202,-437380.2733,-454105.90150000004
72000,2385.7936,14380.9527,61771.614,-515661.337,-437122.9767,-453889.723
73000,2374.0076,14365.2959,62258.3752,-516204.5583,-437206.8796,-453946.18309999997
74000,2386.0643,14429.0985,62422.9176,-516469.4147,-437231.3343,-454046.49710000004
75000,2351.157,14265.0521,61622.1692,-515479.2214,-437240.8431,-453857.0522
76000,2393.1063,14483.9791,62000.2638,-515338.9989,-436461.6497,-453338.7351
77000,2444.2275,14446.352,61538.2673,-516327.149,-437898.3022,-454788.88169999997
78000,2360.5048,14398.758,62616.4309,-517287.6141,-437911.9204,-454671.1832
79000,2369.9731,14409.4312,61611.3977,-516218.3571,-437827.5551,-454606.95940000005
80000,2392.5733,14351.1813,62447.5435,-516408.621,-437217.32289999997,-453961.0775
81000,2398.2072,14280.7008,61983.6318,-515725.6417,-437063.1019,-453742.00989999995
82000,2384.1052,14435.6911,61787.8357,-515389.7062,-436782.07420000003,-453601.8705
83000,2375.9039,14254.2805,62111.6001,-515990.9001,-437249.1156,-453879.30000000005
84000,2334.5859,14328.402,61751.2471,-514863.5877,-436449.3527,-453112.3406
85000,2412.7034,14312.5473,61486.5487,-515796.0834,-437584.284,-454309.5347
86000,2375.4894,14376.9633,62327.2938,-516932.0565,-437852.31,-454604.7627
87000,2403.4623,14330.7193,61895.0247,-515514.2207,-436885.0144,-453619.196
88000,2381.6523,14392.1042,62258.1072,-516692.5889,-437660.7252,-454434.4817
89000,2372.1746,14343.6006,61770.7931,-515889.7643,-437403.196,-454118.97119999997
90000,2347.9829,14289.4217,61664.5194,-515428.1806,-437126.2566,-453763.66120000003
91000,2365.8413,14351.924,61716.658,-515620.0294,-437185.6061,-453903.3714
92000,2393.3709,14451.9665,62024.5392,-516818.3124,-437948.4358,-454793.7732
93000,2390.0025,14401.1813,62041.9086,-516097.7294,-437264.637,-454055.8208
94000,2426.221,14307.8103,62261.6347,-516824.4834,-437828.81740000006,-454562.84870000003
95000,2385.9327,14310.2528,61746.8549,-515724.8348,-437281.7944,-453977.97990000003
96000,2360.2498,14363.73,62209.7983,-516521.4764,-437587.6983,-454311.67809999996
97000,2392.3856,14268.0104,62333.478,-516248.7784,-437254.9044,-453915.3004
98000,2355.0242,14191.4119,62047.0923,-515910.503,-437316.9746,-453863.4107
99000,2367.4049,14363.687,62498.4211,-515809.8942,-436580.38119999995,-453311.4731
100000,2375.9163,14346.6901,61883.3394,-515746.2177,-437140.2719,-453862.8783
101000,2369.9994,14240.3613,61459.3546,-514674.5467,-436604.8314,-453215.1921
102000,2392.9003,14474.3694,62388.6958,-516997.9271,-437741.9616,-454609.2313
103000,2369.5043,14315.6999,61597.2994,-515558.1313,-437275.6277,-453960.8319
104000,2379.5729,14291.3875,62610.9761,-516985.7702,-437703.8337,-454374.79410000006
105000,2395.287,14474.7288,61987.7884,-515818.7589,-436960.9547,-453830.9705
106000,2353.4261,14381.8275,61640.8514,-515103.5069,-436727.4019,-453462.6555
107000,2352.6288,14334.3529,62594.3159,-517285.0436,-438003.746,-454690.7277
108000,2402.598,14382.0923,62107.6905,-516478.1389,-437585.75810000004,-454370.4484
109000,2379.0002,14423.4363,61591.3813,-515501.4272,-437107.60939999996,-453910.04589999997
110000,2375.3104,14339.3714,62038.9153,-516903.5177,-438149.9206,-454864.60240000003
111000,2366.6553,14234.8793,62521.1057,-516785.8078,-437663.1675,-454264.7021
112000,2370.8305,14305.218,62303.5605,-516673.1122,-437693.5032,-454369.55169999995
113000,2333.854,14371.6173,61768.3941,-516069.5388,-437595.67339999997,-454301.1447
114000,2383.2807,14345.8493,62402.6834,-517155.1584,-438023.34500000003,-454752.47500000003
115000,2381.8,14282.244,62175.3184,-517059.5515,-438220.1891,-454884.2331
116000,2379.3148,14289.8393,61818.3729,-515810.7694,-437323.2424,-453992.3965
117000,2358.6926,14329.6499,62101.1978,-516178.6272,-437389.0869,-454077.42939999996
118000,2364.6794,14291.7466,61965.577,-516485.8815,-437863.8785,-454520.3045
119000,2431.0941,14385.5651,62059.1094,-516144.9217,-437269.1531,-454085.8123
120000,2374.0906,14323.2751,61566.9359,-515451.5354,-437187.2338,-453884.5995
