step,nb14,eel14,vdwaals,eelec,case1,case2
1000,2373.489,14344.3118,62425.8848,-516137.6378,-436993.95220000006,-453711.753
2000,2377.2756,14376.7237,61990.2347,-516467.0502,-437722.8162,-454476.8155
3000,2367.4499,14271.5482,62107.4729,-516036.7381,-437290.2671,-453929.2652
4000,2364.5706,14407.4261,61794.7585,-515678.3274,-437111.5722,-453883.5689
5000,2352.5631,14229.7242,62384.1811,-516607.6005,-437641.1321,-454223.4194
6000,2378.1811,14315.1269,62089.9585,-516525.5383,-437742.2718,-454435.5798
7000,2345.7277,14408.9394,61428.9918,-515422.2679,-437238.60899999994,-453993.27609999996
8000,2345.1552,14413.2593,62140.5336,-516822.6201,-437923.672,-454682.0865
9000,2393.4557,14501.4253,62223.126,-517295.4187,-438177.4117,-455072.2927
10000,2370.3113,14371.8865,62416.2565,-517135.5291,-437977.07479999994,-454719.27259999997
11000,2362.4047,14395.8527,62248.7872,-516887.4034,-437880.35880000005,-454638.6162
12000,2372.477,14277.3399,62324.517,-516783.5944,-437809.2605,-454459.0774
13000,2369.0034,14393.7045,62343.7571,-517033.0732,-437926.6082,-454689.3161
14000,2401.1603,14505.659,62080.6715,-516385.4073,-437397.91650000005,-454304.7358
15000,2394.7707,14366.0424,62150.1941,-516321.3036,-437410.2964,-454171.10949999996
16000,2395.9171,14430.6194,62142.7267,-516411.7859,-437442.52270000003,-454269.0592
17000,2380.5362,14337.8541,62304.1815,-516475.3458,-437452.774,-454171.1643
18000,2398.0698,14424.9651,61855.585,-516038.1253,-437359.5054,-454182.5403
19000,2351.1386,14331.7288,61658.0394,-515772.2445,-437431.3377,-454114.20509999996
20000,2372.7067,14413.8991,62234.6719,-516288.8114,-437267.5337,-454054.1395
21000,2369.0271,14258.483,61105.0822,-514663.3194,-436930.7271,-453558.2372
22000,2384.364,14408.0393,61639.3418,-516000.3826,-437568.6375,-454361.0408
23000,2403.2799,14416.4568,61625.4494,-515832.1439,-437386.95780000003,-454206.69450000004
24000,2408.8976,14363.8958,62384.394,-516871.3872,-437714.1998,-454486.9932
25000,2349.6564,14254.5442,62419.198,-516616.3892,-437592.99059999996,-454197.1912
26000,2374.9882,14346.0649,61748.5048,-515951.0387,-437481.48079999996,-454202.5339
27000,2369.7026,14413.8493,61990.9314,-516262.9565,-437488.4732,-454272.02509999997
