step,nb14,eel14,vdwaals,eelec,case1,case2
1000,2396.0692,14357.6918,62325.4061,-516383.5146,-437304.34750000003,-454058.1085
2000,2393.6594,14369.0754,61663.8713,-515779.4399,-437352.8338,-454115.5686
3000,2401.2431,14272.6508,62120.7867,-515960.9179,-437166.23730000004,-453840.1312
4000,2371.6012,14361.1172,61617.2749,-515543.1991,-437193.2058,-453925.9242
5000,2406.3815,14381.9426,61703.8212,-515213.4895,-436721.34420000005,-453509.6683
6000,2408.8606,14350.2813,61904.3265,-516296.8351,-437633.3667,-454392.5086
7000,2393.538,14329.1556,62384.5289,-516824.8257,-437717.6032,-454440.2968
8000,2387.576,14372.4671,62057.5613,-516162.9121,-437345.3077,-454105.3508
9000,2409.9645,14354.177,62119.6678,-516133.6066,-437249.7973,-454013.9388
10000,2384.8329,14350.6445,61782.9019,-515879.177,-437360.7977,-454096.2751
11000,2420.9801,14196.5105,62033.0276,-516677.0484,-438026.53020000004,-454644.02080000006
12000,2362.1788,14283.0185,62135.5207,-516708.5934,-437927.8754,-454573.0727
13000,2372.6981,14413.2851,61803.0792,-516723.342,-438134.2796,-454920.2628
14000,2374.9763,14295.7001,61699.9892,-515858.3321,-437487.6665,-454158.3429
15000,2365.4667,14373.1782,61560.5603,-515802.6307,-437503.4255,-454242.07039999997
16000,2405.7414,14361.0366,62344.2582,-517147.9093,-438036.87309999997,-454803.6511
17000,2370.9413,14346.4897,61866.1705,-515901.2078,-437317.6063,-454035.03729999997
18000,2393.0381,14423.1823,61256.0429,-515986.7945,-437914.5312,-454730.7516
19000,2374.9366,14302.7972,62037.8743,-516211.5564,-437495.9483,-454173.6821
20000,2403.6979,14446.7112,61932.2361,-516112.1465,-437329.5013,-454179.9104
21000,2372.9924,14466.2731,62179.9742,-517023.1039,-438003.86419999995,-454843.1297
22000,2373.9298,14372.4584,61533.4075,-516108.2707,-437828.475,-454574.8632
23000,2371.1777,14317.5617,61752.3392,-516056.8524,-437615.77379999997,-454304.5132
24000,2411.1389,14418.0857,62520.8748,-517162.8593,-437812.7599,-454641.9845
25000,2385.7142,14331.9875,61997.704,-516951.0853,-438235.6796,-454953.3813
26000,2347.5214,14339.47,61953.9794,-515983.7678,-437342.79699999996,-454029.78839999996
27000,2372.2396,14253.0654,61957.9111,-515917.9391,-437334.723,-453960.02800000005
28000,2372.4825,14290.913,62014.8836,-515945.7178,-437267.4387,-453930.8342
29000,2366.3123,14289.817,62253.5696,-516902.424,-437992.7251,-454648.8544
30000,2350.282,14416.9077,61441.3276,-515501.0754,-437292.55809999997,-454059.74779999995
31000,2406.1381,14377.2211,61368.4699,-515403.4095,-437251.5804,-454034.93960000004
32000,2382.1644,14402.6293,61223.8497,-515097.5294,-437088.886,-453873.6797
33000,2383.7552,14258.8007,61553.7178,-515923.2342,-437726.96050000004,-454369.5164
34000,2351.8974,14324.9223,61800.9598,-516020.0082,-437542.2287,-454219.04839999997
35000,2407.0785,14332.9937,62007.3641,-516716.8793,-437969.44299999997,-454709.51519999997
36000,2376.2308,14343.5837,62091.7363,-516966.049,-438154.49820000003,-454874.3127
37000,2421.7935,14314.6075,61667.1341,-516447.2581,-438043.723,-454780.12399999995
38000,2400.7432,14314.3115,62191.1935,-516670.0968,-437763.8486,-454478.9033
39000,2383.1436,14291.744,62933.3544,-517737.9074,-438129.66540000006,-454804.553
40000,2396.1713,14541.7927,62096.4313,-516209.1482,-437174.75289999996,-454112.7169
41000,2400.8659,14477.6867,62373.6484,-517221.701,-437969.5,-454848.0526
42000,2345.546,14322.8093,61980.8935,-516237.6748,-437588.426,-454256.7813
43000,2380.8176,14311.1103,61931.9129,-516482.7959,-437858.9551,-454550.88300000003
44000,2388.6234,14313.7758,61838.0101,-516128.7898,-437588.3805,-454290.7797
45000,2380.0217,14428.7998,61854.9004,-516597.4839,-437933.762,-454742.5835
46000,2385.7478,14415.8852,62865.8927,-518422.0343,-438754.5086,-455556.1416
47000,2392.6227,14341.427,61927.9881,-516785.2687,-438123.2309,-454857.2806
48000,2362.9927,14340.3541,62090.9829,-517063.6532,-438269.3235,-454972.6703
49000,2392.1064,14304.8921,62338.5523,-517386.216,-438350.66520000005,-455047.66370000003
50000,2373.41,14299.7461,62945.5849,-517995.0006,-438376.2596,-455049.4157
51000,2410.4255,14409.7292,61686.1195,-516553.7352,-438047.461,-454867.61569999997
52000,2393.7117,14449.909,62569.4214,-517017.5705,-437604.52839999995,-454448.1491
53000,2385.6109,14336.2964,62916.1806,-517611.9447,-437973.8568,-454695.7641
54000,2347.4376,14332.3509,62421.1033,-517932.3085,-438831.4167,-455511.20519999997
55000,2373.6405,14402.0833,62396.8263,-517726.6225,-438554.0724,-455329.7962
56000,2350.8095,14283.2798,62449.8875,-517402.48,-438318.5032,-454952.59249999997
57000,2393.2748,14451.683,62136.9588,-517165.2538,-438183.3372,-455028.295
58000,2380.8576,14422.9619,62031.5272,-516529.3626,-437694.0159,-454497.8354
59000,2388.6696,14343.6159,61783.2854,-516591.8755,-438076.30460000003,-454808.59010000003
60000,2365.6436,14367.4121,61296.7064,-515585.8957,-437556.1336,-454289.18929999997
61000,2384.4192,14294.7929,62045.8167,-515972.4712,-437247.44240000006,-453926.6545
62000,2395.813,14329.3066,61488.2395,-515825.6568,-437612.2977,-454337.4173
63000,2403.0704,14409.1282,61678.5964,-516013.1785,-437522.3835,-454334.5821
64000,2392.5531,14290.3599,62047.3087,-516906.3955,-438176.1738,-454859.0868
65000,2376.8825,14380.9558,61750.5053,-515805.3743,-437297.0307,-454054.869
66000,2373.1956,14346.109,61763.2488,-516393.1623,-437910.6089,-454629.9135
67000,2386.6412,14393.8665,61759.6084,-515525.1149,-436984.9988,-453765.5065
68000,2400.8635,14345.0214,61675.8717,-515609.3592,-437187.6026,-453933.4875
69000,2416.6364,14424.1007,62094.0025,-516020.1879,-437085.44830000005,-453926.1854
70000,2384.2496,14426.5274,62114.0993,-516923.5675,-437998.6912,-454809.4682
71000,2396.3571,14455.6657,61883.5472,-516305.1667,-437569.5967,-454421.61950000003
72000,2362.366,14376.31,62317.6148,-517218.0019,-438161.71109999996,-454900.3871
73000,2409.9527,14419.7467,62123.1727,-516675.0851,-437722.213,-454551.91240000003
74000,2422.8001,14275.6411,62039.3705,-516401.668,-437663.8563,-454362.2975
75000,2351.4079,14338.597,61859.4046,-516248.9705,-437699.561,-454389.5659
76000,2373.3393,14396.9908,61465.4075,-515343.1261,-437107.3885,-453877.7186
77000,2453.1115,14306.4104,61775.3747,-516168.8848,-437633.9882,-454393.5101
78000,2363.2077,14185.5156,62185.9511,-516399.0154,-437664.34099999996,-454213.06429999997
79000,2381.0169,14326.7484,61406.5801,-516070.7299,-437956.3845,-454664.14979999996
80000,2368.2723,14308.1376,62162.6565,-516719.6283,-437880.5619,-454556.9718
81000,2374.2643,14340.4402,62117.4529,-516270.4783,-437438.32090000005,-454153.02540000004
82000,2395.7771,14409.0069,61770.7565,-516413.6704,-437838.1299,-454642.9139
83000,2423.488,14294.6504,61916.0177,-516368.6192,-437734.46310000005,-454452.6015
84000,2395.5493,14394.9309,61805.9417,-516120.1073,-437523.68539999996,-454314.16559999995
85000,2410.181,14389.731,61627.0117,-515809.2629,-437382.3392,-454182.25119999994
86000,2410.9845,14343.6076,62115.1957,-516825.598,-437955.8102,-454710.4023
87000,2408.6395,14359.2906,62125.1133,-516217.4323,-437324.3889,-454092.319
88000,2399.0432,14349.6042,61602.3473,-515084.9572,-436733.9625,-453482.6099
89000,2347.321,14458.1701,61850.2928,-516299.8948,-437644.11089999997,-454449.602
90000,2373.5118,14316.3965,61895.029,-516275.6829,-437690.7456,-454380.65390000003
91000,2364.1379,14231.3099,62365.2593,-516314.3974,-437353.6903,-453949.13810000004
92000,2377.282,14301.0338,61957.1198,-516822.7127,-438187.27709999995,-454865.5929
93000,2396.3314,14365.0311,62338.9028,-517034.2795,-437934.0142,-454695.3767
94000,2391.9797,14363.8788,62595.0662,-517198.189,-437847.26430000004,-454603.1228
95000,2362.0161,14338.2721,61747.6746,-516534.922,-438086.95920000004,-454787.2474
96000,2361.9796,14387.2255,62015.2264,-516624.5465,-437860.115,-454609.3201
