step,nb14,eel14,vdwaals,eelec,case1,case2
1000,2369.8907,13843.9276,62075.6896,-515693.7449,-437404.23699999996,-453618.0553
2000,2340.0396,13832.724,61692.3676,-515302.6082,-437437.477,-453610.2406
3000,2374.819,13808.3092,62268.5382,-516071.4569,-437619.7905,-453802.9187
4000,2340.1752,13947.8933,62139.5378,-515646.2187,-437218.61240000004,-453506.68090000004
5000,2366.7449,13830.2076,62430.7569,-516215.6859,-437587.9765,-453784.929
6000,2365.8704,13897.6344,62557.445,-516729.0902,-437908.1404,-454171.64519999997
7000,2354.4013,13804.3652,62175.8725,-515496.9896,-437162.3506,-453321.1171
8000,2339.809,13926.3762,62371.1763,-516367.5496,-437730.1881,-453996.37330000004
9000,2349.4895,13910.4963,62008.6348,-515843.946,-437575.3254,-453835.3112
10000,2395.6897,13925.2853,61919.391,-515091.0601,-436850.69409999996,-453171.6691
11000,2321.7023,13838.0843,61869.3994,-516018.9208,-437989.73480000003,-454149.5214
12000,2387.0649,13860.6726,62206.9562,-516308.0905,-437853.3968,-454101.1343
13000,2331.4429,13813.7803,62061.8037,-515366.7409,-437159.714,-453304.9372
14000,2376.741,13906.218,61786.697,-514692.3276,-436622.6716,-452905.63060000003
15000,2354.0736,13833.3418,62197.3515,-516071.8348,-437687.0679,-453874.4833
16000,2388.3594,13802.5851,62363.5945,-516251.2224,-437696.68340000004,-453887.6279
17000,2336.0057,13815.336,62531.621,-515913.0314,-437230.06869999995,-453381.4104
18000,2352.0759,13864.8384,62110.6812,-515237.7894,-436910.1939,-453127.1082
19000,2339.5061,13868.5981,62498.1349,-516288.8082,-437582.5691,-453790.6733
20000,2374.3363,13895.1245,62074.5854,-515320.483,-436976.4368,-453245.8976
21000,2377.4993,13894.6248,61728.2549,-515651.7115,-437651.33249999996,-453923.4566
22000,2365.0261,13821.3982,62040.1577,-515444.6497,-437218.0677,-453404.492
23000,2367.4102,13871.2549,62011.2138,-515918.8603,-437668.9814,-453907.64650000003
24000,2359.6124,13953.1432,62148.3724,-515585.5312,-437124.40320000006,-453437.15880000003
25000,2387.1966,13856.2132,62236.6084,-516403.755,-437923.7368,-454167.1466
26000,2368.8357,13792.8053,61870.9151,-515557.5557,-437524.99960000004,-453686.64060000004
27000,2351.9302,13864.3239,62191.3667,-516248.115,-437840.49419999996,-454056.7483
28000,2399.5155,14007.9049,61620.7971,-515207.9262,-437179.70869999996,-453587.12909999996
29000,2356.513,13796.3515,61229.5613,-514323.9915,-436941.56570000004,-453094.4302
30000,2361.9931,13786.3298,62508.4375,-516658.9644,-438002.204,-454150.5269
31000,2356.6629,13861.4454,62031.9951,-516764.6591,-438514.5557,-454732.664
32000,2402.2385,14001.2733,62323.0782,-516274.0397,-437547.4497,-453950.96150000003
33000,2336.0759,13835.3888,62761.2443,-516477.7614,-437545.05240000004,-453716.5171
34000,2361.2644,13811.9092,62512.2469,-516373.9932,-437688.5727,-453861.7463
35000,2367.5861,13907.5995,61801.1748,-515160.8998,-437084.5394,-453359.72500000003
36000,2370.0196,13880.6453,61955.6306,-516125.0346,-437918.7391,-454169.40400000004
37000,2390.9669,13850.8386,62805.8738,-516421.4325,-437373.7532,-453615.5587
38000,2366.2644,13890.3766,62407.3768,-515861.6662,-437197.64839999995,-453454.2894
39000,2340.5515,13777.3642,62310.1441,-516417.2017,-437989.1419,-454107.0576
40000,2361.3346,13907.2113,61818.4356,-515555.0239,-437468.0424,-453736.58829999994
41000,2351.3284,13884.5624,62632.8917,-516601.4079,-437732.6254,-453968.5162
42000,2398.2046,13903.8767,62011.5663,-516428.4045,-438114.75690000004,-454416.8382
43000,2358.4775,13879.9611,61745.5558,-515681.2813,-437697.28689999995,-453935.72549999994
44000,2334.2094,13856.2487,62344.0661,-516096.0378,-437561.5136,-453751.9717
45000,2379.6371,13955.3005,62002.0032,-515998.3192,-437661.37840000005,-453996.31600000005
46000,2339.5774,13919.8437,61577.7858,-514673.6143,-436836.4074,-453095.8285
47000,2365.769,13957.8071,62162.2396,-516242.4833,-437756.66760000004,-454080.2437
48000,2370.2359,13859.6214,62760.8306,-516855.5327,-437864.84479999996,-454094.7021
49000,2350.331,13757.3762,62488.0452,-516560.7259,-437964.9735,-454072.6807
50000,2325.9272,13761.0897,61831.2958,-515686.4813,-437768.1686,-453855.18549999996
51000,2364.3055,13781.865,61588.787,-514977.2589,-437242.3014,-453388.4719
52000,2365.8825,13906.3551,62437.0823,-516124.9823,-437415.6624,-453687.89999999997
53000,2359.7888,13813.6494,61935.3918,-515999.2687,-437890.4387,-454063.87690000003
54000,2347.6897,13773.1692,61977.206,-516090.3457,-437992.2808,-454113.1397
55000,2342.0338,13883.2933,61824.9252,-515490.1337,-437439.8814,-453665.2085
56000,2323.2874,13789.6623,61749.1507,-515124.7996,-437262.69920000003,-453375.64890000003
57000,2352.1935,13935.2728,62951.6842,-516921.1043,-437681.9538,-453969.4201
58000,2344.0304,13989.0217,62398.1522,-516409.3001,-437678.0958,-454011.1479
59000,2352.4041,13923.7607,62163.9394,-516004.1145,-437564.0103,-453840.1751
60000,2364.4155,13857.6061,62288.3448,-516385.7713,-437875.4049,-454097.4265
61000,2328.9469,13859.2186,62296.3559,-516694.155,-438209.63360000006,-454397.7991
62000,2365.0963,13854.316,62581.0182,-516493.5342,-437693.1037,-453912.516
63000,2342.7112,13849.8767,62268.0239,-516402.7712,-437942.1594,-454134.74730000005
64000,2391.9291,13870.4655,62194.8432,-515422.2698,-436965.032,-453227.4266
65000,2342.5029,13911.7975,62210.87,-516298.4909,-437833.3205,-454087.6209
66000,2338.88,13827.288,61963.8441,-515687.1979,-437557.18580000004,-453723.35380000004
67000,2355.5824,13791.55,62601.8938,-516170.2749,-437421.2487,-453568.3811
68000,2347.1283,13788.7653,61559.096,-515434.9066,-437739.917,-453875.81059999997
69000,2367.1334,13841.0061,62117.8458,-516224.6151,-437898.6298,-454106.7693
70000,2354.918,13891.6625,62709.9239,-516901.4896,-437944.9852,-454191.5657
71000,2359.0309,13854.5468,62307.6301,-516102.9705,-437581.76269999996,-453795.3404
72000,2387.1249,13936.695,62587.5576,-517350.7201,-438439.3426,-454763.1625
73000,2325.0451,13845.2459,62081.1789,-515585.9217,-437334.45180000004,-453504.7428
74000,2375.8203,13861.0558,62218.8266,-515681.5569,-437225.85420000006,-453462.73030000005
75000,2355.5452,13868.6149,61919.1672,-515484.4082,-437341.0809,-453565.241
76000,2375.3166,13798.3777,61643.7378,-515068.8289,-437251.3968,-453425.0911
77000,2330.6264,14009.8056,62461.3835,-516701.8236,-437900.0081,-454240.4401
78000,2362.4061,13795.7937,62447.2283,-515813.5217,-437208.09359999996,-453366.29339999997
79000,2367.0353,13897.9553,62036.86,-515574.2481,-437272.3975,-453537.38810000004
80000,2354.7267,13881.2863,61714.601,-515053.7084,-437103.0944,-453339.1074
81000,2315.2616,13841.9304,62166.1258,-515929.5602,-437606.2424,-453763.4344
82000,2373.3676,13889.2193,62599.2543,-516756.8489,-437895.00769999996,-454157.59459999995
83000,2358.7056,13959.32,62235.2152,-516491.6697,-437938.42890000006,-454256.45450000005
84000,2383.1186,13989.5274,62131.7538,-515979.787,-437475.3872,-453848.0332
85000,2348.7781,13776.3319,61894.6442,-515874.8839,-437855.12970000005,-453980.23970000003
86000,2356.3477,13853.878,62370.279,-516344.2639,-437763.75920000003,-453973.98490000004
87000,2336.0831,13774.8494,62140.7854,-516030.5039,-437778.786,-453889.7185
88000,2347.1881,13805.952,62288.1637,-516356.5985,-437915.2947,-454068.43480000005
89000,2364.9525,13946.6287,62371.368,-516559.96,-437877.01080000005,-454188.592
90000,2375.3086,13897.9021,62136.8376,-515931.7667,-437521.7184,-453794.92909999995
91000,2361.1447,13834.8178,61720.5597,-515148.3276,-437231.8054,-453427.76790000004
92000,2361.7488,13805.3241,62393.4623,-516247.3953,-437686.8601,-453853.93299999996
93000,2376.6405,13932.9318,62031.9693,-516242.6983,-437901.1567,-454210.729
94000,2365.5197,13877.5606,61924.1834,-515656.3141,-437489.0504,-453732.13070000004
95000,2343.1916,13844.0063,61944.1936,-516182.9474,-438051.55590000004,-454238.7538
96000,2376.9964,13975.6987,62061.0682,-516688.2438,-438274.4805,-454627.1756
97000,2367.6949,13837.8418,62636.2695,-517008.3635,-438166.5573,-454372.094
98000,2343.6284,13803.8808,62158.472,-516204.8303,-437898.8491,-454046.35829999996
99000,2356.2381,13780.1805,62542.7164,-516489.1706,-437810.0356,-453946.45420000004
100000,2341.2792,13871.6673,62496.6252,-516497.0229,-437787.4512,-454000.3977
101000,2388.9861,13975.2168,62049.4597,-516277.3976,-437863.73500000004,-454227.9379
102000,2381.5277,13842.3236,61909.2919,-516163.0604,-438029.9172,-454253.7685
103000,2333.669,13843.646,61830.0974,-515969.3601,-437961.9477,-454139.26269999996
104000,2354.1061,13908.6561,62168.3695,-516606.3898,-438175.2581,-454438.0203
105000,2338.3084,13863.7919,60875.238,-514559.7759,-437482.4376,-453684.5379
106000,2373.0023,14003.3357,61965.3292,-516939.9189,-438598.2517,-454974.5897
107000,2325.667,13918.6671,62399.6578,-516703.8816,-438059.88970000006,-454304.22380000004
108000,2392.6424,13863.6469,62069.4034,-515900.0085,-437574.3158,-453830.6051
109000,2344.3144,13881.6857,62062.5269,-516569.1161,-438280.5891,-454506.5892
110000,2366.7919,13847.2687,61923.6113,-515941.4807,-437803.8088,-454017.8694
111000,2361.4098,13836.237,62261.0352,-515856.8978,-437398.2158,-453595.8626
112000,2379.5764,13903.2192,62308.2724,-515982.2541,-437391.18610000005,-453673.9817
