step,nb14,eel14,vdwaals,eelec,case1,case2
1000,2360.5221,13682.3843,61950.8044,-515796.4916,-437802.7808,-453845.6872
2000,2395.8262,13828.3816,61705.7718,-515307.4418,-437377.46219999995,-453601.67
3000,2367.3716,13845.7952,61514.124,-515027.9297,-437300.63889999996,-453513.80569999997
4000,2380.4533,13896.2498,61989.4372,-515479.6181,-437213.4778,-453490.18090000004
5000,2377.8214,13961.1506,61468.9598,-515217.9269,-437409.99510000006,-453748.9671
6000,2379.28,13799.7933,62145.7761,-515887.4434,-437562.594,-453741.6673
7000,2386.0408,13800.9465,62330.6567,-516228.1906,-437710.5466,-453897.5339
8000,2362.9591,13695.1664,61555.6788,-515450.0826,-437836.2783,-453894.40380000003
9000,2339.8415,13721.8203,61443.5005,-514768.8112,-437263.64890000003,-453325.3107
10000,2366.1834,13760.0995,62292.1662,-516613.4581,-438195.00899999996,-454321.2919
11000,2387.674,13853.3619,61837.8741,-515689.5535,-437610.6435,-453851.67939999996
12000,2381.9284,13864.5422,61850.9681,-515457.6654,-437360.2267,-453606.6973
13000,2379.0223,13874.4198,62217.0231,-516208.2872,-437737.82200000004,-453991.26410000003
14000,2379.219,13824.0064,61714.7104,-515280.516,-437362.58019999997,-453565.8056
15000,2347.4046,13731.4638,62543.2637,-516855.9206,-438233.7885,-454312.6569
16000,2361.9402,13746.2641,61844.2842,-515961.5366,-438009.0481,-454117.2524
17000,2350.384,13656.6821,61790.1959,-515880.3584,-438083.09640000004,-454090.16250000003
18000,2370.0334,13912.2982,61830.9149,-515738.7613,-437625.5148,-453907.84640000004
19000,2359.8063,13960.1233,62367.3235,-517090.0562,-438402.8031,-454722.7327
20000,2357.4961,13738.1809,62296.8444,-515683.7735,-437291.25210000004,-453386.9291
21000,2362.1277,13828.5545,62426.6982,-516313.9967,-437696.6163,-453887.29850000003
22000,2364.0884,13958.491,61531.905,-515602.8377,-437748.35329999996,-454070.9327
23000,2384.3753,13840.7496,62020.773,-515704.0904,-437458.1925,-453683.3174
24000,2338.5981,13806.0748,61952.2642,-515733.4825,-437636.5454,-453781.2183
