step,nb14,eel14,vdwaals,eelec,case1,case2
1000,2363.0823,13849.0724,62371.3537,-516864.7607,-438281.2523,-454493.407
2000,2374.2077,13749.437,62374.292,-516535.4267,-438037.49,-454161.1347
3000,2371.2532,13894.4786,62299.1447,-516634.6424,-438069.7659,-454335.4977
4000,2364.6132,13828.3242,62003.6585,-516153.4864,-437956.8905,-454149.8279
5000,2372.7817,13873.0383,62039.1831,-516266.4891,-437981.48600000003,-454227.306
6000,2322.7929,13704.0356,61647.7787,-515744.0805,-438069.47329999995,-454096.30179999996
7000,2354.0738,13865.1083,62542.5177,-516543.7153,-437782.0155,-454001.19759999996
8000,2347.3962,13769.6106,61825.4534,-515086.8398,-437144.3796,-453261.3864
9000,2353.4948,13765.8379,62076.8778,-516098.3521,-437902.14160000003,-454021.4743
10000,2386.5356,13930.3174,62486.6479,-517507.754,-438704.25310000003,-455021.10610000003
11000,2346.7742,13679.1241,62442.2395,-517334.2846,-438866.1468,-454892.0451
12000,2358.1842,13833.5256,61991.0433,-516170.5625,-437987.8094,-454179.5192
13000,2354.5988,13806.2593,62199.5526,-516444.5526,-438084.1419,-454245.0
14000,2358.2321,13768.1763,62481.1974,-516342.2558,-437734.65,-453861.0584
15000,2359.844,13811.6786,62058.9378,-515981.1108,-437750.65040000004,-453922.173
16000,2372.957,13815.9259,62058.632,-515980.4697,-437732.9548,-453921.83770000003
17000,2363.1744,13827.9356,62211.8657,-516398.1971,-437995.2214,-454186.33139999997
18000,2362.9025,13817.96,61855.8922,-515875.5871,-437838.8324,-454019.6949
19000,2378.8947,13829.1582,62151.8139,-516508.1456,-438148.2788,-454356.3317
20000,2371.799,13847.3564,61946.6188,-515888.0885,-437722.3143,-453941.4697
21000,2350.6406,13808.4487,62163.0163,-515925.3316,-437603.22599999997,-453762.31529999996
22000,2362.4933,13885.0487,62207.0825,-516029.1781,-437574.55360000004,-453822.0956
23000,2369.0581,13793.3048,62716.5392,-517361.1168,-438482.2147,-454644.5776
24000,2349.7767,13846.0758,62214.1435,-516718.5951,-438308.5991,-454504.4516
25000,2398.2254,13954.4521,62115.6963,-515980.5172,-437512.1434,-453864.8209
26000,2358.4854,13853.3787,62288.8813,-515640.6665,-437139.9211,-453351.7852
27000,2303.0731,13829.1936,61992.9049,-515687.1463,-437561.9747,-453694.2414
28000,2378.3757,13876.3817,61792.3582,-515448.5697,-437401.4541,-453656.2115
29000,2357.031,13892.0937,62485.7632,-516512.8069,-437777.919,-454027.04370000004
30000,2364.4235,13823.4416,61787.3475,-515647.9842,-437672.7716,-453860.63670000003
31000,2351.5745,13818.2522,62029.8922,-516077.2419,-437877.52300000004,-454047.3497
32000,2374.8417,13856.2486,61861.8665,-515721.7003,-437628.74350000004,-453859.8338
