step,nb14,eel14,vdwaals,eelec,case1,case2
1000,2342.3585,13659.6963,61695.14,-514055.1165,-436357.9217,-452359.9765
2000,2365.1838,13681.8582,62143.8583,-514409.5924,-436218.6921,-452265.7341
3000,2370.4954,13703.3651,62180.7075,-514920.679,-436666.11100000003,-452739.9715
4000,2366.4409,13692.7964,62319.2253,-514581.4356,-436202.973,-452262.21030000004
5000,2383.3764,13756.8376,62367.7322,-515387.763,-436879.8168,-453020.03079999995
6000,2349.3767,13745.5353,61952.1695,-514905.6493,-436858.56779999996,-452953.4798
7000,2367.6696,13700.0552,62257.2369,-515580.5912,-437255.62950000004,-453323.3543
8000,2342.4812,13731.4125,62288.8068,-515348.753,-436986.0525,-453059.9462
9000,2331.2578,13667.9239,62603.9795,-515621.7471,-437018.58589999995,-453017.76759999996
10000,2361.6112,13631.8334,62648.4126,-515663.6238,-437021.7666,-453015.2112
11000,2347.1241,13709.1333,62201.535,-515089.0774,-436831.28500000003,-452887.54240000003
12000,2365.4792,13781.9704,61903.7437,-515159.6726,-437108.4793,-453255.9289
13000,2357.5457,13769.9791,61737.8138,-514591.863,-436726.5244,-452854.0492
14000,2361.0139,13636.575,62096.731,-514568.5688,-436474.2489,-452471.8378
15000,2386.9812,13873.2669,62043.1129,-514736.1815,-436432.82050000003,-452693.0686
16000,2357.5842,13765.4427,62409.3648,-515053.5673,-436521.17559999996,-452644.2025
17000,2406.2346,13748.228,61633.1459,-514618.0647,-436830.4562,-452984.9188
18000,2368.7323,13639.5804,62005.7227,-514887.1989,-436873.1635,-452881.47620000003
19000,2350.4884,13705.6631,62243.8729,-514955.157,-436655.1326,-452711.2841
20000,2352.4625,13728.0659,62313.5364,-514789.0767,-436395.0119,-452475.5403
21000,2347.1076,13631.6129,62419.8466,-515548.2018,-437149.6347,-453128.3552
22000,2336.7417,13647.2312,62136.9453,-515342.9349,-437222.0167,-453205.9896
23000,2375.448,13779.7752,62744.6468,-515770.1918,-436870.3218,-453025.545
24000,2361.9828,13711.0807,62294.4254,-514778.6955,-436411.2066,-452484.27009999997
25000,2370.9286,13652.6482,62713.7395,-515516.6546,-436779.3383,-452802.9151
26000,2359.79,13638.253,62129.5343,-514294.8257,-436167.2484,-452165.2914
27000,2368.0559,13649.638,62361.6071,-515033.0194,-436653.7184,-452671.41229999997
28000,2352.0102,13713.6496,62012.1163,-514276.0201,-436198.244,-452263.90380000003
29000,2352.5807,13698.8008,62172.2342,-514285.3007,-436061.68500000006,-452113.0665
30000,2333.5441,13800.0345,61856.3647,-514793.6005,-436803.6572,-452937.2358
31000,2364.3904,13596.6785,61768.3518,-514149.9289,-436420.5082,-452381.5771
32000,2383.1672,13776.5521,62035.3274,-514758.7022,-436563.6555,-452723.3748
33000,2360.4855,13766.1665,62008.5938,-515130.899,-436995.65319999994,-453122.30519999994
34000,2383.3271,13764.5721,62006.5476,-514786.8941,-436632.4473,-452780.3465
35000,2363.2575,13594.1438,62095.9217,-514378.9832,-436325.66020000004,-452283.0615
36000,2361.9685,13686.6834,62014.4124,-514699.5551,-436636.4908,-452685.14269999997
37000,2370.6295,13717.591,61939.2611,-514214.4097,-436186.9281,-452275.1486
