step,nb14,eel14,vdwaals,eelec,case1,case2
1000,2357.6041,14211.1704,62385.9443,-516438.2844,-437483.5656,-454052.34010000003
2000,2390.9217,14294.3908,61594.116,-515789.1857,-437509.7572,-454195.0697
3000,2369.6142,14309.0219,61590.4369,-515831.7665,-437562.69350000005,-454241.32960000006
4000,2393.7986,14391.1236,61988.5508,-516130.3191,-437356.8461,-454141.7683
5000,2360.4642,14313.1288,62012.487,-516716.6162,-438030.5362,-454704.12919999997
6000,2334.6513,14261.7331,62155.7798,-516462.394,-437710.2298,-454306.61419999995
7000,2370.0945,14219.2677,61548.1531,-515666.4256,-437528.9103,-454118.2725
8000,2379.0641,14225.9809,61777.0164,-516277.7942,-437895.7328,-454500.7778
9000,2402.7212,14206.4559,61860.8778,-516464.6082,-437994.5533,-454603.7304
10000,2396.7827,14223.061,61802.0626,-516239.4356,-437817.52930000005,-454437.373
11000,2385.8316,14220.5129,62460.1311,-516558.5584,-437492.0828,-454098.4273
12000,2350.2147,14218.3058,61940.5463,-516489.486,-437980.4192,-454548.9397
13000,2400.4773,14248.6197,61752.9,-515669.279,-437267.282,-453916.37899999996
14000,2386.3639,14249.7339,61548.3387,-515514.1285,-437329.692,-453965.78979999997
15000,2369.1897,14225.2098,61820.2966,-516502.4171,-438087.721,-454682.1205
16000,2350.8917,14248.5237,62224.363,-516665.9883,-437842.2099,-454441.6253
17000,2364.1918,14300.0229,61631.6446,-516362.7866,-438066.9273,-454731.142
18000,2356.2968,14250.8552,62066.4757,-516748.6174,-438074.9897,-454682.1417
19000,2363.0276,14246.4753,62164.6198,-516767.3953,-437993.27259999997,-454602.7755
20000,2377.2196,14256.5937,61976.9557,-516705.6329,-438094.8639,-454728.67720000003
21000,2381.0461,14326.7685,62112.5982,-515928.1615,-437107.7487,-453815.5633
22000,2381.847,14226.4312,61676.0003,-515602.1654,-437317.8869,-453926.1651
23000,2378.0547,14177.1735,61940.5945,-516536.0534,-438040.23069999996,-454595.45889999997
24000,2381.8233,14282.2094,61731.8378,-516460.0417,-438064.1712,-454728.2039
25000,2379.1535,14255.1545,61299.2085,-515689.3231,-437755.8066,-454390.1146
26000,2375.9225,14212.6873,61666.9624,-515483.2559,-437227.6837,-453816.29349999997
27000,2379.8726,14212.7113,62054.3869,-515598.7289,-436951.7581,-453544.342
28000,2393.7444,14214.7311,62180.6029,-516534.5649,-437745.4865,-454353.962
29000,2370.6111,14277.8926,61766.722,-515955.374,-437540.1483,-454188.652
30000,2369.3313,14197.6379,62759.8052,-518172.4223,-438845.6479,-455412.6171
31000,2377.798,14280.2743,62394.4882,-517148.3742,-438095.81370000006,-454753.886
32000,2371.6837,14216.5144,61871.2526,-516346.9954,-437887.5447,-454475.7428
33000,2393.6998,14252.153,61955.1524,-516035.1524,-437434.1472,-454080.0
34000,2348.8479,14308.0028,62039.5926,-516302.964,-437606.5207,-454263.37139999995
35000,2391.1911,14243.0182,61972.3297,-516043.0992,-437436.5602,-454070.7695
36000,2357.5688,14334.6604,61810.98,-516551.2021,-438047.99289999995,-454740.2221
37000,2369.304,14237.8688,61695.3226,-516146.6335,-437844.1381,-454451.3109
38000,2391.2006,14252.6497,62123.2878,-516094.9482,-437327.8101,-453971.6604
